QueryId,DocumentId
20,929
20,933
20,947
20,934
20,937
20,931
20,921
20,927
20,903
20,938
20,917
20,946
20,944
20,940
20,919
20,935
20,914
20,924
20,928
20,911
20,907
20,908
20,948
20,905
20,909
20,915
20,923
20,918
20,945
20,925
20,926
20,949
20,916
20,950
20,922
20,904
20,939
21,957
21,959
21,989
21,966
21,963
21,996
21,970
21,964
21,962
21,958
21,987
21,952
21,969
21,991
21,971
21,994
21,968
21,982
21,979
21,981
21,983
21,993
21,960
21,975
21,986
21,988
21,995
21,997
21,961
21,980
21,972
21,965
21,955
21,992
21,951
21,978
21,956
21,984
21,973
21,998
21,953
21,954
21,976
21,967
21,974
21,985
21,977
21,990
22,1019
22,1017
22,1045
22,1043
22,1004
22,1030
22,1034
22,1000
22,1002
22,1036
22,1012
22,1005
22,1011
22,1021
22,1023
22,1044
22,1015
22,1006
22,1003
22,1028
22,1010
22,1014
22,1009
22,1018
22,1041
22,1020
22,1037
22,1040
22,1039
22,1038
22,1032
22,1027
22,1025
22,1026
22,1035
22,999
22,1013
22,1007
22,1022
22,1031
22,1016
22,1024
22,1029
22,1033
22,1008
22,1001
22,1042
23,1091
23,1049
23,1087
23,1067
23,1085
23,1053
23,1065
23,1050
23,1054
23,1079
23,1077
23,1062
23,1055
23,1068
23,1063
23,1081
23,1056
23,1061
23,1060
23,1051
23,1071
23,1052
23,1066
23,1073
23,1057
23,1086
23,1083
23,1080
23,1088
23,1090
23,1082
23,1072
23,1059
23,1047
23,1089
23,1084
23,1048
23,1064
23,1069
23,1075
23,1076
23,1058
23,1078
23,1046
23,1070
23,1074
24,1139
24,1107
24,1130
24,1103
24,1120
24,1135
24,1109
24,1136
24,1133
24,1117
24,1096
24,1102
24,1113
24,1140
24,1095
24,1114
24,1111
24,1122
24,1131
24,1124
24,1101
24,1126
24,1106
24,1128
24,1112
24,1127
24,1134
24,1129
24,1092
24,1110
24,1125
24,1118
24,1138
24,1098
24,1099
24,1121
24,1100
24,1108
24,1132
24,1093
24,1094
24,1104
24,1123
24,1116
24,1119
24,1105
24,1097
24,1115
24,1137
25,1141
25,1144
25,1180
25,1179
25,1175
25,1147
25,1156
25,1155
25,1148
25,1146
25,1171
25,1174
25,1161
25,1185
25,1172
25,1186
25,1183
25,1173
25,1163
25,1184
25,1153
25,1164
25,1169
25,1150
25,1143
25,1162
25,1154
25,1160
25,1142
25,1182
25,1151
25,1167
25,1157
25,1158
25,1149
25,1181
25,1177
25,1145
25,1170
25,1168
25,1152
25,1166
25,1178
25,1159
25,1176
25,1165
26,1218
26,1215
26,1193
26,1198
26,1195
26,1206
26,1221
26,1235
26,1212
26,1233
26,1190
26,1236
26,1219
26,1234
26,1197
26,1227
26,1192
26,1208
26,1210
26,1201
26,1216
26,1220
26,1209
26,1196
26,1205
26,1231
26,1211
26,1189
26,1187
26,1217
26,1203
26,1228
26,1200
26,1224
26,1225
26,1232
26,1204
26,1223
26,1202
26,1226
26,1214
26,1213
26,1191
26,1229
26,1188
26,1199
26,1222
26,1207
26,1230
26,1194
27,1253
27,1245
27,1267
27,1268
27,1240
27,1277
27,1259
27,1258
27,1262
27,1239
27,1242
27,1243
27,1280
27,1273
27,1255
27,1256
27,1251
27,1266
27,1248
27,1269
27,1247
27,1237
27,1241
27,1250
27,1246
27,1257
27,1282
27,1283
27,1265
27,1271
27,1270
27,1252
27,1238
27,1275
27,1264
27,1272
27,1260
27,1276
27,1278
27,1261
27,1274
27,1263
27,1281
27,1254
27,1279
27,1249
27,1244
28,1284
28,1322
28,1289
28,1312
28,1320
28,1295
28,1317
28,1297
28,1300
28,1325
28,1330
28,1286
28,1315
28,1293
28,1302
28,1310
28,1307
28,1331
28,1291
28,1323
28,1324
28,1316
28,1313
28,1301
28,1305
28,1285
28,1332
28,1321
28,1319
28,1318
28,1327
28,1304
28,1287
28,1306
28,1296
28,1329
28,1290
28,1288
28,1303
28,1328
28,1308
28,1299
28,1298
28,1292
28,1294
28,1314
28,1326
28,1311
28,1309
29,1371
29,1355
29,1356
29,1372
29,1344
29,1368
29,1362
29,1360
29,1359
29,1376
29,1379
29,1363
29,1374
29,1369
29,1349
29,1333
29,1351
29,1378
29,1338
29,1370
29,1357
29,1361
29,1366
29,1354
29,1373
29,1334
29,1339
29,1341
29,1365
29,1358
29,1345
29,1340
29,1364
29,1343
29,1347
29,1353
29,1350
29,1346
29,1337
29,1335
29,1342
29,1375
29,1377
29,1352
29,1367
29,1348
29,1336
30,1389
30,1388
30,1381
30,1386
30,1382
30,1387
30,1385
30,1380
30,1384
30,1383
31,1406
31,1404
31,1436
31,1418
31,1410
31,1401
31,1426
31,1398
31,1408
31,1431
31,1414
31,1421
31,1392
31,1433
31,1393
31,1397
31,1419
31,1400
31,1403
31,1396
31,1427
31,1438
31,1429
31,1412
31,1402
31,1391
31,1416
31,1423
31,1413
31,1432
31,1395
31,1420
31,1424
31,1428
31,1394
31,1399
31,1430
31,1407
31,1437
31,1417
31,1435
31,1405
31,1425
31,1415
31,1411
31,1422
31,1390
31,1409
31,888
31,1434
32,1452
32,1467
32,1483
32,1468
32,1484
32,1456
32,1447
32,1442
32,1458
32,1440
32,1443
32,1474
32,1449
32,1444
32,1479
32,1445
32,1454
32,1451
32,1446
32,1471
32,1475
32,1462
32,1457
32,1460
32,1465
32,1450
32,1453
32,1466
32,1464
32,1448
32,1476
32,1469
32,1463
32,1478
32,1472
32,1441
32,1482
32,1473
32,1455
32,1481
32,1477
32,1461
32,1480
32,1459
32,1470
32,1439
33,1503
33,1497
33,1531
33,1522
33,1489
33,1505
33,1518
33,1499
33,1496
33,1517
33,1521
33,1533
33,1492
33,1529
33,1493
33,1512
33,1530
33,1485
33,1527
33,1526
33,1495
33,1509
33,1486
33,1502
33,1513
33,1491
33,1519
33,1516
33,1508
33,1488
33,1494
33,1532
33,1525
33,1514
33,1524
33,1498
33,1523
33,1511
33,1501
33,1487
33,1515
33,1500
33,1520
33,1510
33,1506
33,1504
33,1507
33,1490
33,1528
34,1554
34,1569
34,1570
34,1544
34,1563
34,1558
34,1559
34,1545
34,1543
34,1572
34,1542
34,1541
34,1553
34,1536
34,1561
34,1574
34,1565
34,1557
34,1547
34,1549
34,1564
34,1555
34,1552
34,1562
34,1551
34,1548
34,1534
34,1576
34,1556
34,1567
34,1566
34,1538
34,1540
34,1535
34,1546
34,1578
34,1577
34,1571
34,1573
34,1560
34,1539
34,1568
34,1550
34,1537
34,1575
35,1592
35,1583
35,1604
35,1626
35,1606
35,1619
35,1616
35,1598
35,1597
35,1603
35,1589
35,1613
35,1617
35,1623
35,1584
35,1588
35,1612
35,1625
35,1580
35,1624
35,1585
35,1586
35,1614
35,1590
35,1611
35,1587
35,1609
35,1618
35,1579
35,1595
35,1615
35,1581
35,1599
35,1591
35,1621
35,1600
35,1607
35,1620
35,1582
35,1622
35,1605
35,1610
35,1608
35,1594
35,1602
35,1596
35,1593
35,1601
36,1642
36,1641
36,1647
36,1669
36,1663
36,1652
36,1672
36,1639
36,1643
36,1655
36,1630
36,1671
36,1631
36,1657
36,1636
36,1649
36,1656
36,1670
36,1653
36,1659
36,1646
36,1633
36,1658
36,1627
36,1654
36,1644
36,1628
36,1634
36,1632
36,1662
36,1640
36,1648
36,1667
36,1668
36,1664
36,1651
36,1645
36,1661
36,1629
36,1650
36,1660
36,1637
36,1666
36,1665
36,1635
36,1638
37,1674
37,1684
37,1699
37,1707
37,1693
37,1686
37,1710
37,1695
37,1683
37,1676
37,1694
37,1711
37,1697
37,1690
37,1685
37,1701
37,1682
37,1688
37,1698
37,1713
37,1689
37,1691
37,1700
37,1681
37,1704
37,1709
37,1705
37,1675
37,1715
37,1673
37,1716
37,1714
37,1678
37,1702
37,1679
37,1717
37,1687
37,1708
37,1692
37,1718
37,1680
37,1703
37,1706
37,1712
37,1677
37,1696
38,1726
38,1737
38,1749
38,1743
38,1730
38,1727
38,1765
38,1758
38,1766
38,1754
38,1739
38,1728
38,1767
38,1756
38,1731
38,1736
38,1742
38,1745
38,1725
38,1753
38,1723
38,1733
38,1746
38,1735
38,1729
38,1763
38,1755
38,1722
38,1734
38,1719
38,1750
38,1738
38,1752
38,1761
38,1759
38,1740
38,1741
38,1748
38,1747
38,1751
38,1744
38,1760
38,1720
38,1757
38,1762
38,1724
38,1721
38,1732
38,1764
39,1789
39,1769
39,1795
39,1788
39,1775
39,1790
39,1797
39,1774
39,1802
39,1787
39,1812
39,1778
39,1768
39,1798
39,1801
39,1792
39,1786
39,1804
39,1773
39,1807
39,1794
39,1811
39,1784
39,1785
39,1814
39,1813
39,1803
39,1780
39,1805
39,1781
39,1783
39,1793
39,1809
39,1771
39,1810
39,1779
39,1776
39,1800
39,1796
39,1791
39,1806
39,1782
39,1777
39,1808
39,1770
39,1799
39,1772
40,1847
40,1829
40,1854
40,1843
40,1833
40,1820
40,1822
40,1853
40,1831
40,1857
40,1816
40,1841
40,1848
40,1832
40,1830
40,1819
40,1826
40,1818
40,1835
40,1836
40,1828
40,1849
40,1817
40,1837
40,1856
40,1850
40,1839
40,1823
40,1824
40,1834
40,1838
40,1825
40,1852
40,1858
40,1821
40,1815
40,1845
40,1827
40,1840
40,1846
40,1851
40,1842
40,1844
40,1855
41,1872
41,1899
41,1873
41,1879
41,1865
41,1876
41,1875
41,1893
41,1863
41,1870
41,1882
41,1895
41,1890
41,1894
41,1866
41,1860
41,1878
41,1898
41,1884
41,1888
41,1862
41,1867
41,1887
41,1868
41,1859
41,1896
41,1883
41,1886
41,1891
41,1892
41,1880
41,1877
41,1871
41,1897
41,1869
41,1881
41,1885
41,1889
41,1864
41,1874
41,1861
42,1927
42,1939
42,1942
42,1925
42,1930
42,1929
42,1904
42,1945
42,1928
42,1926
42,1916
42,1902
42,1921
42,1937
42,1933
42,1914
42,1917
42,1908
42,1931
42,1900
42,1905
42,1944
42,1907
42,1938
42,1943
42,1923
42,1918
42,1936
42,1919
42,1911
42,1915
42,1932
42,1903
42,1922
42,1935
42,1934
42,1909
42,1901
42,1910
42,1940
42,1913
42,1920
42,1941
42,1912
42,1924
42,1906
43,1961
43,1964
43,1976
43,1962
43,1979
43,1952
43,1972
43,1958
43,1967
43,1975
43,1974
43,1970
43,1966
43,1989
43,1987
43,1981
43,1980
43,1955
43,1948
43,1985
43,1969
43,1968
43,1990
43,1959
43,1973
43,1956
43,1965
43,1988
43,1986
43,1978
43,1957
43,1954
43,1982
43,1983
43,1992
43,1991
43,1953
43,1946
43,1977
43,1971
43,1950
43,1949
43,1960
43,1951
43,1984
43,1963
43,1947
43,1993
44,2028
44,2001
44,2009
44,2010
44,2021
44,2027
44,2035
44,2000
44,2002
44,2008
44,1996
44,2031
44,2004
44,2022
44,2030
44,2032
44,2003
44,2018
44,2036
44,2024
44,2025
44,2015
44,2038
44,2005
44,2041
44,2016
44,2017
44,2023
44,1998
44,2040
44,2034
44,1995
44,1994
44,1999
44,2029
44,2033
44,1997
44,2037
44,2039
44,2006
44,2007
44,2012
44,2013
44,2020
44,2011
44,2026
44,2019
44,2014
45,2053
45,2075
45,2074
45,2062
45,2080
45,2088
45,2044
45,2079
45,2065
45,2077
45,2085
45,2086
45,2064
45,2068
45,2082
45,2050
45,2063
45,2043
45,2072
45,2052
45,2057
45,2048
45,2054
45,2042
45,2084
45,2087
45,2058
45,2061
45,2045
45,2060
45,2051
45,2073
45,2067
45,2056
45,2055
45,2046
45,2089
45,2049
45,2069
45,2071
45,2083
45,2078
45,2047
45,2066
45,2059
45,2081
45,2076
45,2070
46,2103
46,2094
46,2096
46,2104
46,2095
46,2116
46,2113
46,2107
46,2098
46,2110
46,2090
46,2091
46,2106
46,2109
46,2102
46,2092
46,2108
46,2093
46,2115
46,2114
46,2105
46,2112
46,2101
46,2111
46,2097
46,2099
46,2100
47,2118
47,2157
47,2140
47,2124
47,2132
47,2122
47,2135
47,2145
47,2164
47,2123
47,2136
47,2128
47,2146
47,2138
47,2131
47,2134
47,2153
47,2121
47,2137
47,2126
47,2147
47,2125
47,2133
47,2117
47,2160
47,2159
47,2150
47,2142
47,2158
47,2148
47,2127
47,2144
47,2152
47,2156
47,2154
47,2155
47,2129
47,2151
47,2163
47,2143
47,2162
47,2149
47,2161
47,2165
47,2141
47,2120
47,2119
47,2139
47,2130
48,2175
48,2182
48,2174
48,2203
48,2213
48,2181
48,2208
48,2176
48,2200
48,2180
48,2192
48,2193
48,2204
48,2189
48,2194
48,2166
48,2190
48,2209
48,2187
48,2202
48,2195
48,2196
48,2197
48,2191
48,2183
48,2212
48,2169
48,2171
48,2168
48,2186
48,2211
48,2199
48,2185
48,2188
48,2205
48,2207
48,2206
48,2201
48,2173
48,2167
48,2210
48,2198
48,2184
48,2177
48,2170
48,2179
48,2172
48,2178
49,2244
49,2238
49,2246
49,2255
49,2226
49,2256
49,2220
49,2242
49,2228
49,2225
49,2243
49,2231
49,2248
49,2234
49,2223
49,2260
49,2251
49,2240
49,2224
49,2222
49,2237
49,2241
49,2221
49,2214
49,2259
49,2247
49,2253
49,2261
49,2235
49,2257
49,2217
49,2216
49,2233
49,2232
49,2249
49,2215
49,2245
49,2254
49,2227
49,2239
49,2230
49,2252
49,2258
49,2229
49,2250
49,2218
49,2219
49,2236
50,2306
50,2280
50,2297
50,2288
50,2301
50,2285
50,2269
50,2265
50,2284
50,2273
50,2270
50,2268
50,2267
50,2262
50,2305
50,2304
50,2281
50,2290
50,2302
50,2307
50,2274
50,2276
50,2275
50,2291
50,2293
50,2278
50,2294
50,2277
50,2289
50,2295
50,2282
50,2266
50,2264
50,2272
50,2292
50,2303
50,2299
50,2296
50,2286
50,2300
50,2283
50,2271
50,2287
50,2263
50,2279
50,2298
51,2314
51,2343
51,2338
51,2344
51,2311
51,2353
51,2346
51,2337
51,2309
51,2333
51,2332
51,2347
51,2340
51,2351
51,2316
51,2320
51,2318
51,2310
51,2328
51,2312
51,2349
51,2322
51,2341
51,2319
51,2352
51,2321
51,2327
51,2323
51,2350
51,2326
51,2334
51,2315
51,2330
51,2336
51,2345
51,2308
51,2335
51,2339
51,2331
51,2317
51,2329
51,2324
51,2325
51,2348
51,2342
51,2313
52,2373
52,2387
52,2362
52,2354
52,2379
52,2395
52,2392
52,2355
52,2391
52,2372
52,2396
52,2377
52,2381
52,2383
52,2363
52,2378
52,2356
52,2375
52,2394
52,2397
52,2359
52,2376
52,2360
52,2367
52,2368
52,2382
52,2388
52,2357
52,2371
52,2365
52,2369
52,2386
52,2366
52,2389
52,2374
52,2364
52,2361
52,2358
52,2390
52,2393
52,2398
52,2385
52,2370
52,2384
52,2380
53,2429
53,2402
53,2422
53,2415
53,2405
53,2409
53,2440
53,2403
53,2417
53,2416
53,2413
53,2419
53,2401
53,2426
53,2400
53,2410
53,2437
53,2406
53,2438
53,2399
53,2432
53,2435
53,2434
53,2420
53,2411
53,2433
53,2423
53,2436
53,2414
53,2428
53,2427
53,2442
53,2418
53,2444
53,2412
53,2424
53,2421
53,2408
53,2441
53,2443
53,2430
53,2431
53,2404
53,2425
53,2439
53,2407
54,2455
54,2480
54,2460
54,2478
54,2453
54,2477
54,2482
54,2486
54,2456
54,2452
54,2467
54,2481
54,2489
54,2483
54,2490
54,2472
54,2479
54,2447
54,2458
54,2469
54,2473
54,2449
54,2461
54,2484
54,2448
54,2462
54,2476
54,2463
54,2466
54,2446
54,2485
54,2445
54,2450
54,2474
54,2488
54,2471
54,2465
54,2464
54,2475
54,2457
54,2487
54,2459
54,2454
54,2451
54,2468
54,2470
55,2519
55,2523
55,2502
55,2491
55,2505
55,2507
55,2492
55,2500
55,2511
55,2512
55,2499
55,2497
55,2533
55,2532
55,2508
55,2509
55,2494
55,2534
55,2517
55,2493
55,2514
55,2506
55,2516
55,2528
55,2510
55,2498
55,2520
55,2513
55,2526
55,2531
55,2525
55,2530
55,2527
55,2501
55,2496
55,2515
55,2521
55,2524
55,2495
55,2504
55,2503
55,2529
55,2522
55,2518
56,2565
56,2566
56,2570
56,2555
56,2562
56,2578
56,2561
56,2551
56,2538
56,2543
56,2549
56,2547
56,2567
56,2550
56,2541
56,2536
56,2573
56,2552
56,2556
56,2559
56,2560
56,2553
56,2577
56,2546
56,2580
56,2544
56,2554
56,2542
56,2575
56,2558
56,2563
56,2564
56,2539
56,2571
56,2572
56,2557
56,2569
56,2548
56,2545
56,2568
56,2537
56,2576
56,2540
56,2535
56,2579
56,2574
57,2599
57,2608
57,2617
57,2616
57,2621
57,2590
57,2626
57,2627
57,2620
57,2619
57,2622
57,2588
57,2594
57,2592
57,2584
57,2604
57,2581
57,2601
57,2623
57,2600
57,2613
57,2603
57,2589
57,2611
57,2602
57,2598
57,2625
57,2585
57,2610
57,2582
57,2586
57,2605
57,2607
57,2614
57,2606
57,2618
57,2583
57,2624
57,2595
57,2596
57,2597
57,2593
57,2609
57,2615
57,2591
57,2587
57,2612
58,2631
58,2650
58,2641
58,2638
58,2637
58,2649
58,2628
58,2653
58,2632
58,2629
58,2655
58,2645
58,2636
58,2639
58,2643
58,2644
58,2640
58,2634
58,2647
58,2642
58,2648
58,2635
58,2654
58,2651
58,2630
58,2646
58,2652
58,2633
59,2685
59,2673
59,2698
59,2674
59,2688
59,2699
59,2675
59,2687
59,2670
59,2663
59,2693
59,2668
59,2657
59,2690
59,2678
59,2682
59,2659
59,2695
59,2664
59,2686
59,2683
59,2676
59,2694
59,2689
59,2677
59,2692
59,2658
59,2680
59,2665
59,2656
59,2661
59,2671
59,2684
59,2660
59,2681
59,2696
59,2679
59,2667
59,2666
59,2697
59,2669
59,2662
59,2672
59,2691
60,2720
60,2741
60,2705
60,2729
60,2726
60,2737
60,2719
60,2722
60,2702
60,2730
60,2738
60,2739
60,2731
60,2709
60,2714
60,2725
60,2708
60,2713
60,2706
60,2710
60,2718
60,2712
60,2721
60,2711
60,2744
60,2716
60,2700
60,2736
60,2703
60,2735
60,2732
60,2723
60,2742
60,2701
60,2715
60,2717
60,2740
60,2733
60,2724
60,2743
60,2727
60,2734
60,2707
60,2704
60,2728
61,2760
61,2753
61,2745
61,2783
61,2759
61,2779
61,2785
61,2780
61,2756
61,2752
61,2767
61,2755
61,2768
61,2773
61,2763
61,2751
61,2762
61,2776
61,2746
61,2747
61,2750
61,2787
61,2765
61,2757
61,2777
61,2778
61,2748
61,2788
61,2766
61,2774
61,2770
61,2781
61,2772
61,2769
61,2771
61,2749
61,2758
61,2782
61,2775
61,2789
61,2784
61,2764
61,2761
61,2786
61,2754
62,2836
62,2835
62,2817
62,2803
62,2801
62,2796
62,2800
62,2820
62,2821
62,2790
62,2825
62,2824
62,2809
62,2830
62,2797
62,2795
62,2802
62,2808
62,2813
62,2794
62,2814
62,2804
62,2799
62,2832
62,2810
62,2812
62,2791
62,2827
62,2793
62,2811
62,2823
62,2831
62,2818
62,2815
62,2798
62,2822
62,2805
62,2816
62,2807
62,2792
62,2829
62,2819
62,2834
62,2833
62,2806
62,2828
62,2826
63,2851
63,2848
63,2840
63,2837
63,2863
63,2855
63,2872
63,2846
63,2871
63,2842
63,2865
63,2849
63,2858
63,2868
63,2847
63,2874
63,2839
63,2862
63,2876
63,2882
63,2843
63,2880
63,2857
63,2841
63,2854
63,2856
63,2866
63,2852
63,2861
63,2859
63,2867
63,2838
63,2853
63,2875
63,2869
63,2850
63,2860
63,2879
63,2864
63,2873
63,2881
63,2845
63,2844
63,2877
63,2870
63,2878
64,2918
64,2915
64,2927
64,2901
64,2924
64,2911
64,2895
64,2890
64,2928
64,2907
64,2896
64,2899
64,2917
64,2885
64,2906
64,2912
64,2902
64,2887
64,2884
64,2921
64,2891
64,2929
64,2893
64,2894
64,2926
64,2903
64,2900
64,2923
64,2908
64,2909
64,2910
64,2920
64,2904
64,2897
64,2905
64,2888
64,2916
64,2892
64,2930
64,2914
64,2919
64,2913
64,2922
64,2898
64,2886
64,2925
64,2883
64,2889
65,2951
65,2931
65,2934
65,2971
65,2935
65,2932
65,2952
65,2949
65,2945
65,2978
65,2939
65,2976
65,2961
65,2944
65,2953
65,2963
65,2954
65,2957
65,2959
65,2948
65,2936
65,2938
65,2946
65,2966
65,2967
65,2970
65,2943
65,2960
65,2979
65,2950
65,2972
65,2973
65,2933
65,2969
65,2977
65,2968
65,2955
65,2940
65,2962
65,2947
65,2975
65,2956
65,2942
65,2941
65,2964
65,2965
65,2974
65,2958
65,2937
66,3002
66,2986
66,2981
66,3014
66,2987
66,3012
66,3011
66,2999
66,3020
66,3010
66,2993
66,3021
66,3017
66,2996
66,3003
